Description,ANGLE OF ATTACK - ALPHA (AOA),ANGLE OF SIDESLIP - BETHA (SDSLIP),1P STICK ROLL POSITION (POSAILECMD),LH AILERON DEFLECTION (POSAILLH),RH AILERON DEFLECTION (POSAILRH),ELEVATOR DEFLECTION (POSELEV),1P STICK PITCH POSITION (POSELEVCMD),RUDDER DEFLECTION (POSRUDD),1P PEDAL POSITION (POSRUDDCMD),LH FLAP DEFLECTION (FLAPLH),RH FLAP DEFLECTION (FLAPRH),ELEVATOR LONGITUDINAL FORCE STRAIN GAGE,AILERON LATERAL FORCE STRAIN GAGE,PITCH TRIM,ROLL TRIM,RUDDER TRIM
EU,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,kg,kg,deg,deg,deg
198:10:30:25.500,10,0.081211589,0.294915259,-1.529453278,0.23781541,-2.290043354,1.970000029,-3.770916224,1.236979127,14.39591312,14.6887722,1.144912243,0.447163135,-0.170908213,-12.81000042,7.784201145
198:10:30:25.600,10,0.068042144,0.294915259,-1.544973493,0.261320442,-2.277056217,1.978000045,-3.778884411,1.23828125,14.39591312,14.6887722,1.312342644,0.380319148,-0.168722674,-12.80888844,7.761722088
198:10:30:25.700,10,0,0.26440677,-1.522398591,0.233667478,-2.365079403,2.059999943,-3.780876398,1.239583373,14.39591312,14.6887722,1.332090974,0.352659583,-0.171782419,-12.80666637,7.781203747
198:10:30:25.800,10,0.030728709,0.23898305,-1.546384454,0.247493953,-2.428571463,2.042000055,-3.796812773,1.23828125,14.39591312,14.68736839,1.344433665,0.373404264,-0.170471102,-12.8077774,7.782702446
198:10:30:25.900,10,0,0.23898305,-1.54215169,0.246111304,-2.316017389,1.93599999,-3.806772947,1.23828125,14.39730072,14.68736839,1.188245654,0.433333337,-0.169596896,-12.80888844,7.782702446
198:10:30:26.000,10.10372543,0,0.294915259,-1.543562651,0.246111304,-2.290043354,1.876000047,-3.796812773,1.23828125,14.39730072,14.68736839,1.044561386,0.45638299,-0.168722674,-12.81000042,7.776708126
198:10:30:26.100,10.12277699,0,0.325423717,-1.522398591,0.222606286,-2.209235191,1.840000033,-3.796812773,1.239583373,14.39591312,14.68736839,1.02859652,0.470212758,-0.171345308,-12.80555534,7.775209427
198:10:30:26.200,10.13971233,0,0.3457627,-1.523809552,0.23781541,-2.23232317,1.94599998,-3.79880476,1.23828125,14.39591312,14.68736839,1.126666665,0.481737584,-0.170033991,-12.80888844,7.781203747
198:10:30:26.300,10,0,0.3457627,-1.519576669,0.215693057,-2.265512228,1.980000019,-3.792828798,1.239583373,14.39591312,14.68736839,1.156315804,0.514007092,-0.171345308,-12.8077774,7.776708126
198:10:30:26.400,10,-0.093537413,0.3457627,-1.485714316,0.200483933,-2.290043354,1.917999983,-3.788844585,1.23828125,14.39591312,14.68736839,1.21561408,0.569326222,-0.169596896,-12.8077774,7.749733448
198:10:30:26.500,10,0,0.366101682,-1.446208119,0.174213618,-2.290043354,1.947999954,-3.800796747,1.240885377,14.39591312,14.68736839,1.238421082,0.578546107,-0.170908213,-12.80666637,7.773710728
198:10:30:26.600,10,0,0.366101682,-1.433509707,0.165917739,-2.307359219,2.032000065,-3.79880476,1.240885377,14.39730072,14.68736839,1.341965199,0.562411368,-0.170471102,-12.80666637,7.775209427
198:10:30:26.700,10,0,0.366101682,-1.410934687,0.15209125,-2.366522312,2.052000046,-3.816733122,1.240885377,14.39591312,14.68736839,1.361713409,0.583156049,-0.171345308,-12.80666637,7.75123167
198:10:30:26.800,10,0,0.376271188,-1.39400351,0.120290354,-2.346320391,2.039999962,-3.816733122,1.243489623,14.39591312,14.68736839,1.364181995,0.608510613,-0.171782419,-12.80555534,7.772212505
198:10:30:26.900,10,0,0.391525418,-1.368606687,0.121673003,-2.438672543,2.124000072,-3.812748909,1.243489623,14.39591312,14.68736839,1.448112249,0.629255295,-0.171345308,-12.8077774,7.755727768
198:10:30:27.000,10.00635052,0,0.422033906,-1.34038806,0.071897686,-2.474747419,2.059999943,-3.814741135,1.244791627,14.39591312,14.68736839,1.286315799,0.601595759,-0.171345308,-12.80444431,7.775209427
198:10:30:27.100,10.02963543,0,0.442372888,-1.320634961,0.08295887,-2.424242496,2.002000093,-3.818725109,1.244791627,14.39591312,14.68736839,1.356776357,0.590070903,-0.172656626,-12.80555534,7.770713806
198:10:30:27.200,10.07409,0,0.488135606,-1.314991236,0.053923264,-2.373737335,1.947999954,-3.820717096,1.244791627,14.39591312,14.68736839,1.20421052,0.596985817,-0.171782419,-12.80555534,7.773710728
198:10:30:27.300,10.13124466,0,0.503389835,-1.313580275,0.048392672,-2.314574242,1.90199995,-3.814741135,1.24609375,14.39730072,14.68736839,1.065087676,0.587765932,-0.173093736,-12.80666637,7.74673605
198:10:30:27.400,10.08467388,0,0.508474588,-1.300881863,0.044244729,-2.336219311,1.909999967,-3.802788734,1.247395873,14.39730072,14.68736839,1.014912248,0.504787207,-0.173093736,-12.80555534,7.770713806
198:10:30:27.500,10.13759518,0,0.498305082,-1.296648979,0.040096786,-2.262626171,1.822000027,-3.808764935,1.24609375,14.39730072,14.68736839,0.919122815,0.53014183,-0.174405053,-12.80555534,7.770713806
198:10:30:27.600,10.08679104,0,0.533898294,-1.324867725,0.029035604,-2.297258377,1.981999993,-3.814741135,1.24609375,14.39730072,14.68736839,0.900877178,0.514007092,-0.172656626,-12.80555534,7.772212505
198:10:30:27.700,10.14394569,0,0.533898294,-1.326278687,0.048392672,-2.271284342,1.820000052,-3.820717096,1.247395873,14.39730072,14.68736839,0.912280679,0.527836859,-0.172656626,-12.80444431,7.769215107
198:10:30:27.800,10.15664673,0,0.564406753,-1.326278687,0.052540615,-2.180375099,1.771999955,-3.816733122,1.247395873,14.39730072,14.68736839,0.837017536,0.500177324,-0.172656626,-12.80444431,7.767716408
198:10:30:27.900,10.1270113,0,0.569491506,-1.309347391,0.013826477,-2.144300222,1.764000058,-3.812748909,1.247395873,14.39730072,14.68736839,0.859824538,0.534751773,-0.174842149,-12.80333328,7.766217709
198:10:30:28.000,10.14817905,0,0.579661012,-1.316402078,0.034566194,-2.126984119,1.733999968,-3.812748909,1.24609375,14.39730072,14.68736839,0.791403532,0.440248221,-0.17221953,-12.80555534,7.773710728
198:10:30:28.100,10.04022026,0,0.584745765,-1.312169313,0.029035604,-2.194805145,1.870000005,-3.828685284,1.244791627,14.39730072,14.68736839,0.905438602,0.514007092,-0.173093736,-12.80444431,7.769215107
198:10:30:28.200,10.06773949,0.096575946,0.584745765,-1.310758352,0.040096786,-2.135642052,1.741999984,-3.836653471,1.248697877,14.39730072,14.68736839,0.951052606,0.560106397,-0.173530847,-12.80444431,7.763220787
198:10:30:28.300,10,0.061457418,0.605084717,-1.296648979,0.020739717,-2.17893219,1.899999976,-3.838645458,1.248697877,14.39730072,14.68736839,0.875789464,0.495567381,-0.173093736,-12.80333328,7.763220787
198:10:30:28.400,10,0.098770849,0.600000024,-1.288183451,0.017974421,-2.147186041,1.74000001,-3.838645458,1.248697877,14.39730072,14.68736839,0.848421037,0.477127671,-0.173530847,-12.80444431,7.75123167
198:10:30:28.500,10,0.15583846,0.605084717,-1.309347391,0.017974421,-2.066378117,1.69599998,-3.830677271,1.25,14.39591312,14.68736839,0.802807033,0.507092178,-0.172656626,-12.80555534,7.766217709
198:10:30:28.600,10,0.131694466,0.605084717,-1.296648979,0.024887661,-2.086580038,1.756000042,-3.834661245,1.25,14.39591312,14.68736839,0.889473677,0.523226976,-0.17527926,-12.80222225,7.763220787
198:10:30:28.700,10,0.118525021,0.605084717,-1.299470901,0.019357068,-2.11544013,1.743999958,-3.828685284,1.251302123,14.39591312,14.68736839,0.805087745,0.504787207,-0.176153466,-12.80000019,7.760223389
198:10:30:28.800,9.963659286,0.074626863,0.605084717,-1.288183451,0.033183545,-2.147186041,1.866000056,-3.822709084,1.251302123,14.39591312,14.68736839,0.896315813,0.518617034,-0.174842149,-12.80333328,7.763220787
198:10:30:28.900,9.865326881,0,0.605084717,-1.283950567,0.022122364,-2.109668016,1.70599997,-3.822709084,1.252604127,14.39591312,14.68736839,0.884912252,0.495567381,-0.173967943,-12.80333328,7.767716408
198:10:30:29.000,9.861051559,0.089991219,0.605084717,-1.288183451,0.005530591,-2.134199142,1.812000036,-3.822709084,1.25390625,14.39452553,14.68736839,0.864385962,0.504787207,-0.176153466,-12.80000019,7.761722088
198:10:30:29.100,9.816161156,0.032923616,0.605084717,-1.274074078,0.008295886,-2.090909004,1.753999949,-3.816733122,1.25390625,14.39591312,14.68736839,0.896315813,0.569326222,-0.174842149,-12.80222225,7.767716408
198:10:30:29.200,9.861051559,0.026338894,0.605084717,-1.28677249,0.004147943,-2.144300222,1.870000005,-3.820717096,1.25390625,14.39591312,14.68736839,0.937368393,0.534751773,-0.171782419,-12.78822136,7.770713806
198:10:30:29.300,9.848225594,0.035118524,0.600000024,-1.271252155,0.023505012,-2.098124027,1.720000029,-3.816733122,1.25390625,14.39730072,14.68736839,0.99666667,0.509397149,-0.17221953,-12.79018497,7.754229069
198:10:30:29.400,9.79692173,0,0.594915271,-1.279717803,0.009678534,-2.171717167,1.894000053,-3.814741135,1.25390625,14.39730072,14.68736839,0.939649105,0.490957439,-0.171782419,-12.7862587,7.770713806
198:10:30:29.500,9.837537766,0,0.584745765,-1.275485039,0.008295886,-2.204906225,1.906000018,-3.806772947,1.25390625,14.39730072,14.68736839,1.094736814,0.500177324,-0.17221953,-12.7862587,7.74673605
198:10:30:29.600,9.786233902,0,0.564406753,-1.281128764,0.016591772,-2.204906225,1.888000011,-3.824701309,1.252604127,14.39591312,14.68736839,1.211052656,0.546276569,-0.172656626,-12.7862587,7.766217709
198:10:30:29.700,9.869602203,0,0.559322059,-1.272663116,0,-2.210678101,1.957999945,-3.832669258,1.252604127,14.39591312,14.68736839,1.135789514,0.649999976,-0.170908213,-12.78822136,7.769215107
198:10:30:29.800,9.871740341,0,0.615254223,-1.199294567,0,-2.27417016,1.873999953,-3.828685284,1.255208373,14.39591312,14.68736839,1.097017527,0.723758876,-0.172656626,-12.78429508,7.743738651
198:10:30:29.900,9.914493561,0,0.6915254,-1.166843057,-0.025250649,-2.225108147,1.805999994,-3.832669258,1.259114623,14.39591312,14.68736839,1.065087676,0.709929049,-0.173093736,-12.78233242,7.767716408
198:10:30:30.000,9.914493561,0,0.706779659,-1.166843057,-0.028221315,-2.177489281,1.799999952,-3.828685284,1.26171875,14.39591312,14.68736839,0.951052606,0.679964542,-0.173093736,-12.78429508,7.767716408
198:10:30:30.100,9.927319527,0,0.716949165,-1.158377409,-0.057927962,-2.152958155,1.761999965,-3.824701309,1.263020873,14.39591312,14.68736839,0.894035101,0.613120556,-0.171782419,-12.7862587,7.74523735
198:10:30:30.200,9.923044205,0,0.752542377,-1.154144645,-0.060898624,-2.135642052,1.715999961,-3.828685284,1.264322877,14.39730072,14.68736839,0.827894747,0.594680846,-0.173530847,-12.78233242,7.764719486
198:10:30:30.300,9.95724678,0,0.752542377,-1.165432096,-0.072781287,-2.069264174,1.735999942,-3.828685284,1.265625,14.39730072,14.68736839,0.852982461,0.645390093,-0.173967943,-12.78036976,7.764719486
198:10:30:30.400,9.905942917,0,0.752542377,-1.151322722,-0.081693277,-2.12554121,1.851999998,-3.824701309,1.264322877,14.39591312,14.68736839,0.816491246,0.636170208,-0.171782419,-12.7862587,7.769215107
198:10:30:30.500,9.865326881,0,0.752542377,-1.161199331,-0.071295954,-2.083693981,1.687999964,-3.830677271,1.263020873,14.39591312,14.68736839,0.848421037,0.65691489,-0.173530847,-12.78429508,7.764719486
198:10:30:30.600,9.914493561,0,0.762711883,-1.145678997,-0.072781287,-2.111111164,1.817999959,-3.828685284,1.263020873,14.39591312,14.68736839,0.868947387,0.721453905,-0.173530847,-12.78429508,7.766217709
198:10:30:30.700,9.843950272,0,0.762711883,-1.137213349,-0.06386929,-2.080808163,1.700000048,-3.836653471,1.263020873,14.39591312,14.68736839,0.898596466,0.737588644,-0.173093736,-12.78233242,7.755727768
198:10:30:30.800,9.878152847,0,0.783050835,-1.110405684,-0.109914593,-2.101010084,1.792000055,-3.828685284,1.264322877,14.39591312,14.68736839,0.921403527,0.721453905,-0.173093736,-12.78429508,7.766217709
198:10:30:30.900,9.869602203,0,0.798305094,-1.113227487,-0.112885259,-2.06204915,1.833999991,-3.84462142,1.265625,14.39591312,14.68736839,1.001228094,0.686879456,-0.171782419,-12.7862587,7.766217709
198:10:30:31.000,9.861051559,0,0.788135588,-1.104761958,-0.132194579,-2.157287121,1.833999991,-3.846613646,1.268229127,14.39591312,14.68736839,0.960175455,0.596985817,-0.17221953,-12.7862587,7.773710728
198:10:30:31.100,9.764856339,0,0.772881329,-1.118871212,-0.123282582,-2.148629189,1.751999974,-3.84462142,1.265625,14.39591312,14.68736839,0.967017531,0.587765932,-0.172656626,-12.78429508,7.767716408
198:10:30:31.200,9.846088409,0,0.767796636,-1.100529075,-0.109914593,-2.11544013,1.781999946,-3.84462142,1.265625,14.39591312,14.68736839,0.944210529,0.636170208,-0.173530847,-12.78233242,7.763220787
198:10:30:31.300,9.784095764,0,0.767796636,-1.103350997,-0.132194579,-2.122655153,1.75999999,-3.840637445,1.265625,14.39452553,14.68596554,0.914561391,0.679964542,-0.172656626,-12.77840614,7.748234749
198:10:30:31.400,9.833262444,0,0.783050835,-1.052557349,-0.147047907,-2.157287121,1.879999995,-3.832669258,1.265625,14.39591312,14.68736839,1.039999962,0.691489339,-0.173093736,-12.78233242,7.772212505
198:10:30:31.500,9.869602203,0,0.793220341,-1.070899487,-0.147047907,-2.157287121,1.730000019,-3.836653471,1.265625,14.39591312,14.68736839,0.923684239,0.580851078,-0.17571637,-12.79411125,7.74523735
198:10:30:31.600,9.848225594,0,0.793220341,-1.083597898,-0.145562574,-2.132756233,1.746000051,-3.840637445,1.265625,14.39730072,14.68736839,0.814210534,0.527836859,-0.174405053,-12.79607391,7.767716408
198:10:30:31.700,9.888841629,0,0.74237287,-1.144268036,-0.123282582,-2.077922106,1.675999999,-3.834661245,1.265625,14.39591312,14.68736839,0.556491256,0.470212758,-0.177027687,-12.79214764,7.736246109
198:10:30:31.800,9.856776237,0,0.737288117,-1.178130507,-0.081693277,-1.982684016,1.620000005,-3.842629433,1.2734375,14.39591312,14.68736839,0.579298258,0.306560278,-0.176153466,-12.79607391,7.761722088
198:10:30:31.900,9.835399628,0,0.696610153,-1.173897743,-0.078722611,-1.945165992,1.692000031,-3.84462142,1.27734375,14.39591312,14.68736839,0.880350888,0.359574467,-0.174405053,-12.80000019,7.763220787
198:10:30:32.000,9.837537766,0.004389815,0.630508482,-1.203527331,-0.060898624,-2.037518024,1.766000032,-3.870517969,1.283854127,14.39591312,14.68736839,0.779999971,0.152127653,-0.17527926,-12.79411125,7.763220787
198:10:30:32.100,9.863189697,0.061457418,0.503389835,-1.307936549,0.009678534,-2.017316103,1.675999999,-3.878486156,1.283854127,14.39591312,14.68736839,0.894035101,0.14521277,-0.17571637,-12.79607391,7.761722088
198:10:30:32.200,9.822573662,0.05926251,0.422033906,-1.348853588,0.04286208,-2.057719946,1.79400003,-3.84462142,1.286458373,14.39591312,14.68736839,0.925964892,0.131382972,-0.17571637,-12.79803658,7.761722088
198:10:30:32.300,9.730653763,0.16461809,0.3457627,-1.412345648,0.153473899,-2.163059235,1.842000008,-3.862549782,1.290364623,14.39591312,14.68736839,1.051403522,0.223581567,-0.176590577,-12.79607391,7.743738651
198:10:30:32.400,9.745617867,0.129499555,0.330508471,-1.423633099,0.146560669,-2.167388201,1.889999986,-3.864541769,1.294270873,14.39591312,14.68736839,1.247543812,0.182092205,-0.176153466,-12.79607391,7.760223389
198:10:30:32.500,9.756305695,0.122914836,0.152542368,-1.453262806,0.183892161,-2.443001509,2.138000011,-3.864541769,1.302083373,14.39591312,14.68736839,1.635721207,0.149822697,-0.176153466,-12.79607391,7.758724689
198:10:30:32.600,9.788371086,0.195346802,0.005084746,-1.480070591,0.200483933,-2.66233778,2.298000097,-3.864541769,1.3125,14.39591312,14.68736839,1.778896451,0.189007089,-0.174405053,-12.80111122,7.73474741
198:10:30:32.700,9.820436478,0.035118524,0,-1.508289218,0.199101284,-2.558441639,2.124000072,-3.884462118,1.321614623,14.39591312,14.68736839,1.423426867,0.131382972,-0.17571637,-12.79803658,7.764719486
198:10:30:32.800,9.942282677,0.037313432,0.010169491,-1.51111114,0.223988935,-2.41125536,2.085999966,-3.932271004,1.338541627,14.39452553,14.68736839,1.541916728,0.149822697,-0.177027687,-12.79214764,7.757226467
198:10:30:32.900,10,0.05926251,-0.027067669,-1.522398591,0.222606286,-2.624819517,2.292000055,-3.972111464,1.37890625,14.39591312,14.68736839,1.761616707,0.189007089,-0.174842149,-12.79803658,7.760223389
198:10:30:33.000,10,0,-0.045112781,-1.537918925,0.247493953,-2.744588852,2.298000097,-4.013944149,1.3984375,14.39591312,14.68736839,1.603630185,0.20975177,-0.176590577,-12.79607391,7.757226467
198:10:30:33.100,10,0.111940302,-0.018045112,-1.549206376,0.235050127,-2.646464586,2.174000025,-4.035856724,1.403645873,14.39591312,14.68736839,1.418489814,0.290425539,-0.17527926,-12.79803658,7.73474741
198:10:30:33.200,10,0,0.071186438,-1.529453278,0.272381604,-2.490620375,2.052000046,-4.093625546,1.421875,14.39591312,14.68736839,1.167719245,0.267375886,-0.177464783,-12.79411125,7.755727768
198:10:30:33.300,10.00211716,0,0.096610166,-1.536507964,0.255789846,-2.42135644,2.002000093,-4.089641571,1.42578125,14.39730072,14.68736839,1.286315799,0.23741135,-0.176153466,-12.79803658,7.758724689
198:10:30:33.400,10.1291275,0,0.081355929,-1.567548513,0.239198059,-2.522366524,2.190000057,-4.10358572,1.4296875,14.39591312,14.68736839,1.517231345,0.244326234,-0.17571637,-12.79607391,7.730251312
198:10:30:33.500,10.11007595,0,0.076271184,-1.550617337,0.259937793,-2.63203454,2.161999941,-4.10956192,1.432291627,14.39730072,14.68736839,1.519699931,0.304255307,-0.176153466,-12.80000019,7.755727768
198:10:30:33.600,10.11431026,0,0.076271184,-1.568959475,0.257172495,-2.582972527,2.167999983,-4.125497818,1.440104127,14.39730072,14.68736839,1.640658259,0.40106383,-0.17527926,-12.79803658,7.755727768
198:10:30:33.700,10.17781544,0,0.081355929,-1.544973493,0.258555144,-2.626262665,2.256000042,-4.139442444,1.442708373,14.39730072,14.68736839,1.638189793,0.532446802,-0.177464783,-12.79607391,7.754229069
198:10:30:33.800,10.18628311,0,0.177966103,-1.526631355,0.232284829,-2.582972527,2.164000034,-4.135457993,1.44140625,14.39730072,14.6887722,1.393804431,0.663829803,-0.173530847,-12.80111122,7.758724689
198:10:30:33.900,10.19898415,0,0.391525418,-1.471604943,0.197718635,-2.424242496,2.029999971,-4.153386593,1.450520873,14.39730072,14.6887722,1.197368383,0.716843963,-0.177901894,-12.79214764,7.75273037
198:10:30:34.000,10.24132061,0,0.635593235,-1.371428609,0.091254756,-2.261183262,1.850000024,-4.193227291,1.506510377,14.39730072,14.6887722,1.067368388,0.707624137,-0.17527926,-12.79803658,7.757226467
198:10:30:34.100,10.1820488,0,0.635593235,-1.370017648,0.092637397,-2.227994204,1.840000033,-4.239043713,1.513020873,14.39730072,14.6887722,0.998947382,0.578546107,-0.177027687,-12.79607391,7.72875309
198:10:30:34.200,10.16723156,-0.089285716,0.61016947,-1.362962961,0.077428274,-2.227994204,1.855999947,-4.239043713,1.533854127,14.39730072,14.6887722,1.060526371,0.686879456,-0.176153466,-12.79803658,7.755727768
198:10:30:34.300,10.17146492,0,0.620338976,-1.344620824,0.049775321,-2.249639273,1.81400001,-4.270916462,1.555989623,14.39730072,14.6887722,1.003508806,0.689184368,-0.176590577,-12.79411125,7.75273037
198:10:30:34.400,10.10795975,0,0.630508482,-1.296648979,0.030418251,-2.219336271,1.796000004,-4.282868385,1.552083373,14.39730072,14.6887722,1.030877233,0.659219861,-0.176153466,-12.79803658,7.73474741
198:10:30:34.500,10.10160923,-0.153061226,0.630508482,-1.264197588,0.022122364,-2.258297205,1.93599999,-4.364542007,1.592447877,14.39730072,14.68736839,1.099298239,0.709929049,-0.177027687,-12.79607391,7.743738651
198:10:30:34.600,10.07409,-0.042517006,0.630508482,-1.291005254,0,-2.259740353,1.881999969,-4.374502182,1.595052123,14.39730072,14.68736839,1.065087676,0.751418412,-0.176590577,-12.79607391,7.758724689
198:10:30:34.700,10,-0.176445574,0.635593235,-1.231746078,0,-2.196248293,1.812000036,-4.398406506,1.598958373,14.39730072,14.68736839,0.99666667,0.670744658,-0.17527926,-12.79803658,7.72875309
198:10:30:34.800,10,-0.06377551,0.671186447,-1.210582018,-0.007426662,-2.18903327,1.843999982,-4.39043808,1.600260377,14.39730072,14.68736839,0.928245604,0.569326222,-0.177027687,-12.79607391,7.754229069
198:10:30:34.900,10,-0.104166664,0.681355953,-1.243033528,-0.001485332,-2.167388201,1.779999971,-4.394422531,1.6015625,14.39730072,14.68736839,0.960175455,0.691489339,-0.17571637,-12.80000019,7.757226467
198:10:30:35.000,10,-0.163690478,0.696610153,-1.224691391,-0.008911994,-2.111111164,1.728000045,-4.394422531,1.602864623,14.39730072,14.68736839,0.871228099,0.624645412,-0.177027687,-12.79607391,7.75123167
198:10:30:35.100,10,-0.048894558,0.706779659,-1.190828919,-0.032677311,-2.088023186,1.733999968,-4.404382706,1.606770873,14.39452553,14.68736839,0.919122815,0.677659571,-0.177464783,-12.79411125,7.749733448
198:10:30:35.200,9.989311218,-0.123299323,0.722033918,-1.171075821,-0.050501298,-2.163059235,1.843999982,-4.414342403,1.609375,14.39452553,14.6887722,0.896315813,0.666134775,-0.177027687,-12.79607391,7.755727768
198:10:30:35.300,9.890978813,-0.255102038,0.727118671,-1.183774233,-0.040103972,-2.112554073,1.70599997,-4.424302578,1.611979127,14.39452553,14.6887722,0.941929817,0.69379431,-0.17571637,-12.79803658,7.72875309
198:10:30:35.400,9.764856339,-0.10204082,0.727118671,-1.179541469,-0.060898624,-2.102452993,1.789999962,-4.440238953,1.6171875,14.39591312,14.6887722,0.989824533,0.737588644,-0.176590577,-12.79607391,7.75273037
198:10:30:35.500,9.837537766,-0.070153058,0.727118671,-1.144268036,-0.068325289,-2.141414165,1.853999972,-4.446215153,1.619791627,14.39591312,14.6887722,1.01719296,0.69379431,-0.174405053,-12.78233242,7.75273037
198:10:30:35.600,9.668662071,-0.029761905,0.727118671,-1.142857194,-0.05644263,-2.155844212,1.899999976,-4.484063625,1.631510377,14.39452553,14.68736839,1.117543817,0.65691489,-0.174842149,-12.78036976,7.763220787
198:10:30:35.700,9.698589325,-0.153061226,0.706779659,-1.128747821,-0.069810621,-2.177489281,1.843999982,-4.507967949,1.639322877,14.39452553,14.68736839,1.108421087,0.62003547,-0.173967943,-12.78036976,7.763220787
198:10:30:35.800,9.630184174,-0.065901361,0.706779659,-1.123104095,-0.072781287,-2.191919088,1.863999963,-4.5119524,1.645833373,14.39730072,14.68736839,1.094736814,0.670744658,-0.173093736,-12.78233242,7.763220787
198:10:30:35.900,9.687900543,-0.070153058,0.711864412,-1.080775976,-0.111399926,-2.151515245,1.84800005,-4.509960175,1.6484375,14.39591312,14.68736839,1.09017539,0.624645412,-0.173530847,-12.78429508,7.764719486
198:10:30:36.000,9.651560783,-0.20408164,0.747457623,-1.061022878,-0.126253247,-2.187590122,1.93599999,-4.529880524,1.65625,14.39591312,14.68736839,1.156315804,0.705319166,-0.173967943,-12.78036976,7.763220787
198:10:30:36.100,9.638734818,0,0.747457623,-1.0638448,-0.123282582,-2.194805145,1.883999944,-4.545816898,1.658854127,14.39591312,14.68736839,1.112982512,0.751418412,-0.173967943,-12.78233242,7.736246109
198:10:30:36.200,9.726378441,0,0.752542377,-1.077954173,-0.133679911,-2.25252533,1.942000031,-4.543824673,1.662760377,14.39591312,14.68736839,1.158596516,0.762943268,-0.17571637,-12.78233242,7.763220787
198:10:30:36.300,9.771269798,0,0.75762713,-1.082186937,-0.126253247,-2.285714388,1.973999977,-4.541832447,1.662760377,14.39591312,14.68736839,1.18368423,0.719148934,-0.174842149,-12.78233242,7.761722088
198:10:30:36.400,9.764856339,0,0.772881329,-1.068077564,-0.142591909,-2.266955376,1.906000018,-4.551792622,1.666666627,14.39591312,14.68736839,1.097017527,0.799822688,-0.173967943,-12.78036976,7.758724689
198:10:30:36.500,9.737067223,0,0.869491518,-1.013051152,-0.203490525,-2.184704304,1.776000023,-4.565737247,1.680989623,14.39591312,14.68736839,0.980701745,0.776773036,-0.179213211,-12.79214764,7.749733448
198:10:30:36.600,9.884566307,0,0.88983053,-1.029982328,-0.199034527,-2.150072098,1.712000012,-4.567728996,1.717447877,14.39591312,14.68736839,0.866666675,0.709929049,-0.178339005,-12.79411125,7.757226467
198:10:30:36.700,9.696451187,0,0.899999976,-1.024338603,-0.207946524,-2.170274258,1.850000024,-4.615537643,1.744791627,14.39591312,14.68736839,0.868947387,0.732978702,-0.176590577,-12.79803658,7.733248711
198:10:30:36.800,9.826848984,0,0.915254235,-1.013051152,-0.215373188,-2.131313086,1.784000039,-4.693227291,1.770833373,14.39591312,14.68736839,0.818771958,0.783687949,-0.17527926,-12.80111122,7.754229069
198:10:30:36.900,9.837537766,0,1.006779671,-0.991887152,-0.270330489,-2.137085199,1.69599998,-4.762948036,1.8046875,14.39591312,14.68736839,0.707017541,0.714538991,-0.177027687,-12.79607391,7.754229069
198:10:30:37.000,9.854639053,0,1.047457576,-0.980599642,-0.286669135,-1.930735946,1.559999943,-4.766932487,1.805989623,14.39591312,14.68596554,0.565614045,0.617730498,-0.177464783,-12.79411125,7.742240429
198:10:30:37.100,9.758443832,-0.06377551,1.042372823,-1.018694878,-0.280727804,-1.888888836,1.537999988,-4.80478096,1.822916627,14.39591312,14.68596554,0.597543836,0.502482295,-0.177464783,-12.80000019,7.73474741
198:10:30:37.200,9.745617867,0,0.976271212,-1.035626054,-0.237653181,-1.871572852,1.610000014,-4.842629433,1.837239623,14.39591312,14.68596554,0.636315763,0.440248221,-0.179213211,-12.79411125,7.75273037
198:10:30:37.300,9.59384346,0,0.905084729,-1.055379152,-0.225770518,-1.875901818,1.588000059,-4.860557556,1.859375,14.39591312,14.68596554,0.556491256,0.338829786,-0.176153466,-12.80000019,7.72875309
198:10:30:37.400,9.557502747,-0.017006803,0.828813553,-1.086419702,-0.196063876,-1.913419962,1.667999983,-4.974103451,1.90234375,14.39452553,14.68596554,0.659122825,0.288120568,-0.177901894,-12.79607391,7.75123167
198:10:30:37.500,9.429243088,-0.174319729,0.747457623,-1.162610173,-0.071295954,-1.893217921,1.593999982,-5.125999928,1.959635377,14.39591312,14.68596554,0.691052616,0.271985829,-0.17527926,-12.80222225,7.755727768
198:10:30:37.600,9.452757835,-0.06377551,0.620338976,-1.245855331,-0.013367991,-1.940836906,1.712000012,-5.251999855,2.0078125,14.39452553,14.68596554,0.823333323,0.161347523,-0.177027687,-12.80000019,7.755727768
198:10:30:37.700,9.463445663,-0.148809522,0.483050853,-1.336155176,0.058071207,-1.976912022,1.68599999,-5.288000107,2.0234375,14.39452553,14.68596554,0.800526321,0.106028371,-0.177464783,-12.79607391,7.755727768
198:10:30:37.800,9.399315834,-0.350765318,0.361016959,-1.485714316,0.17144832,-1.961038947,1.715999961,-5.340000153,2.045572996,14.39452553,14.68596554,0.951052606,0.029964538,-0.176590577,-12.79803658,7.727254391
198:10:30:37.900,9.39717865,-0.446428567,0.193220332,-1.608465552,0.300034553,-2.002886057,1.756000042,-5.380000114,2.053385496,14.39591312,14.68596554,1.003508806,0.050709222,-0.17571637,-12.80000019,7.757226467
198:10:30:38.000,9.399315834,-0.567602038,0.030508475,-1.735449791,0.413411677,-2.12554121,1.840000033,-5.423999786,2.063802004,14.39452553,14.68596554,1.144912243,-0.011343804,-0.176153466,-12.80111122,7.730251312
