Description,ANGLE OF ATTACK - ALPHA (AOA),ANGLE OF SIDESLIP - BETHA (SDSLIP),1P STICK ROLL POSITION (POSAILECMD),LH AILERON DEFLECTION (POSAILLH),RH AILERON DEFLECTION (POSAILRH),ELEVATOR DEFLECTION (POSELEV),1P STICK PITCH POSITION (POSELEVCMD),RUDDER DEFLECTION (POSRUDD),1P PEDAL POSITION (POSRUDDCMD),LH FLAP DEFLECTION (FLAPLH),RH FLAP DEFLECTION (FLAPRH),ELEVATOR LONGITUDINAL FORCE STRAIN GAGE,AILERON LATERAL FORCE STRAIN GAGE,PITCH TRIM,ROLL TRIM,RUDDER TRIM
EU,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,kg,kg,deg,deg,deg
198:10:03:52.000,9.730653763,0.796751559,0.6762712,-1.238800764,-0.025250649,-1.398268342,1.406000018,-2.382470131,0.856770813,-0.084657349,-0.071577236,0.255438596,0.373404264,-0.899999976,-5.063924789,4.673101425
198:10:03:52.100,9.681488037,1.062335372,0.6762712,-1.217636704,-0.034162644,-1.468975425,1.483999968,-2.386454105,0.859375,-0.084657349,-0.071577236,0.273684204,0.366489351,-0.899999976,-5.063924789,4.673101425
198:10:03:52.200,9.709277153,0.83406496,0.681355953,-1.247266293,-0.01930932,-1.437229395,1.468000054,-2.388446331,0.852864563,-0.084657349,-0.071577236,0.244035095,0.364184409,-0.899999976,-5.063924789,4.676098347
198:10:03:52.300,9.758443832,1.033801556,0.681355953,-1.235978842,-0.049015969,-1.499278545,1.468000054,-2.382470131,0.85546875,-0.084657349,-0.071577236,0.239473686,0.357269496,-0.899999976,-5.065970898,4.670104027
198:10:03:52.400,9.694314003,1.071115017,0.650847435,-1.259964705,-0.013367991,-1.427128434,1.371999979,-2.400398493,0.850260437,-0.084657349,-0.071577236,0.312456131,0.278900713,-0.899999976,-5.061878681,4.674600124
198:10:03:52.500,9.687900543,1.101843715,0.747457623,-1.124514937,-0.062383957,-1.67388165,1.720000029,-2.410358667,0.858072937,-0.084657349,-0.071577236,0.693333328,0.705319166,-0.899999976,-5.061878681,4.674600124
198:10:03:52.600,9.675074577,1.161106229,0.777966082,-1.055379152,-0.173783883,-1.692640662,1.639999986,-2.398406267,0.860677063,-0.084657349,-0.071577236,0.766315818,0.709929049,-0.899999976,-5.068017006,4.661112309
198:10:03:52.700,9.687900543,1.095258951,0.838983059,-0.915696621,-0.29706648,-1.764790773,1.768000007,-2.410358667,0.861979187,-0.084657349,-0.071577236,0.992105246,0.878191471,-0.899999976,-5.059832573,4.671602726
198:10:03:52.800,9.707139969,1.121597886,0.874576271,-0.891710758,-0.363906413,-1.823953867,1.815999985,-2.426294804,0.861979187,-0.084657349,-0.071577236,1.174561381,0.91276598,-0.899999976,-5.061878681,4.674600124
198:10:03:52.900,9.747755051,1.106233597,0.910169482,-0.828218699,-0.439658374,-1.881673932,1.827999949,-2.426294804,0.861979187,-0.084657349,-0.071577236,1.222456098,0.820567369,-0.899999976,-5.063924789,4.674600124
198:10:03:53.000,9.822573662,1.139157176,0.915254235,-0.839506149,-0.464909017,-1.920634866,1.786000013,-2.442231178,0.86328125,-0.084657349,-0.071577236,1.195087671,0.758333325,-0.899999976,-5.065970898,4.676098347
198:10:03:53.100,9.897392273,1.189640045,0.905084729,-0.833862424,-0.467879683,-1.982684016,1.917999983,-2.442231178,0.8671875,-0.084657349,-0.071577236,1.126666665,0.592375875,-0.899999976,-5.068017006,4.664109707
198:10:03:53.200,9.959383965,1.257682204,0.798305094,-0.86208111,-0.432231724,-1.890331864,1.843999982,-2.456175327,0.868489563,-0.084657349,-0.071577236,1.174561381,0.447163135,-0.899999976,-5.063924789,4.674600124
198:10:03:53.300,10,1.270851612,0.666101694,-0.958024681,-0.349053115,-1.883116841,1.774000049,-2.480079651,0.876302063,-0.084657349,-0.071577236,0.914561391,0.16365248,-0.899999976,-5.068017006,4.676098347
198:10:03:53.400,10,1.226953506,0.554237306,-1.004585505,-0.292610466,-1.887445927,1.79400003,-2.484063864,0.8828125,-0.084657349,-0.071577236,0.80964911,0.142907798,-0.899999976,-5.061878681,4.676098347
198:10:03:53.500,10,1.264266849,0.661016941,-1.05396831,-0.246565163,-1.632034659,1.559999943,-2.484063864,0.884114563,-0.084657349,-0.071577236,0.37403509,0.230496451,-0.899999976,-5.084385872,4.665608406
198:10:03:53.600,10,1.288410902,0.762711883,-1.041269898,-0.24507983,-1.499278545,1.473999977,-2.484063864,0.889322937,-0.084657349,-0.071577236,0.285087705,0.290425539,-0.899999976,-5.08643198,4.667107105
198:10:03:53.700,10,1.327919245,0.666101694,-1.118871212,-0.202005193,-1.603174567,1.648000002,-2.492031813,0.893229187,-0.084657349,-0.071577236,0.494912267,0.200531915,-0.899999976,-5.088478088,4.668605328
198:10:03:53.800,10,1.314749837,0.584745765,-1.101940036,-0.117341258,-1.676767707,1.753999949,-2.4940238,0.89453125,-0.084657349,-0.071577236,0.743508756,0.189007089,-0.899999976,-5.094616413,4.670104027
198:10:03:53.900,10,1.270851612,0.442372888,-1.161199331,-0.108429261,-1.907647848,1.889999986,-2.490039825,0.897135437,-0.084657349,-0.071577236,1.074210525,0.043794326,-0.899999976,-5.088478088,4.667107105
198:10:03:54.000,10,1.275241494,0.198305085,-1.247266293,-0.032677311,-1.929292917,1.924000025,-2.5059762,0.893229187,-0.084657349,-0.071577236,1.281754375,-0.113438047,-0.899999976,-5.088478088,4.667107105
198:10:03:54.100,10.02328491,1.172080755,0,-1.35167551,0.01244383,-2.064934969,2.017999887,-2.501991987,0.8984375,-0.084657349,-0.071577236,1.416021347,-0.147469461,-0.899999976,-5.080293655,4.667107105
198:10:03:54.200,10.01693439,1.11062336,-0.031578947,-1.403880119,0.073280334,-2.103896141,1.934000015,-2.4940238,0.8984375,-0.084657349,-0.071577236,1.337028027,0.009219858,-0.899999976,-5.088478088,4.668605328
198:10:03:54.300,10.14182854,1.084284425,-0.018045112,-1.420811296,0.087106809,-2.033189058,1.876000047,-2.490039825,0.8984375,-0.084657349,-0.071577236,1.181403518,0.096808508,-0.899999976,-5.088478088,4.668605328
198:10:03:54.400,10.13336182,1.049165964,0.030508475,-1.429276943,0.089872107,-1.976912022,1.822000027,-2.511952162,0.89453125,-0.084657349,-0.071577236,0.967017531,0.214361697,-0.899999976,-5.084385872,4.652121067
198:10:03:54.500,10.17146492,0.921861291,0.325423717,-1.386948824,0.074662976,-1.75757575,1.629999995,-2.501991987,0.895833313,-0.084657349,-0.071577236,0.588421047,0.389539003,-0.899999976,-5.08643198,4.665608406
198:10:03:54.600,10.22015285,0.849429309,0.396610171,-1.405290961,0.071897686,-1.679653645,1.593999982,-2.5,0.895833313,-0.084657349,-0.071577236,0.435614049,0.40106383,-0.899999976,-5.088478088,4.667107105
198:10:03:54.700,10.26248932,0.869183481,0.422033906,-1.413756609,0.08572416,-1.653679609,1.59800005,-2.490039825,0.899739563,-0.084657349,-0.071577236,0.355789483,0.366489351,-0.899999976,-5.088478088,4.652121067
198:10:03:54.800,10.26248932,1.068920135,0.457627118,-1.386948824,0.06221915,-1.565656543,1.5,-2.490039825,0.901041687,-0.084657349,-0.071577236,0.255438596,0.398758858,-0.899999976,-5.088478088,4.665608406
198:10:03:54.900,10.14394569,1.068920135,0.4779661,-1.384127021,0.056688558,-1.53679657,1.478000045,-2.496016026,0.901041687,-0.084657349,-0.071577236,0.339824557,0.38262412,-0.899999976,-5.088478088,4.667107105
198:10:03:55.000,10.10372543,1.147936821,0.483050853,-1.410934687,0.056688558,-1.542568564,1.567999959,-2.472111464,0.904947937,-0.084657349,-0.071577236,0.255438596,0.354964525,-0.899999976,-5.08643198,4.667107105
198:10:03:55.100,10.01058388,1.029411793,0.488135606,-1.384127021,0.053923264,-1.539682508,1.56400001,-2.488047838,0.90234375,-0.084657349,-0.071577236,0.294210523,0.368794322,-0.899999976,-5.08643198,4.665608406
198:10:03:55.200,10,1.073309898,0.488135606,-1.381305099,0.044244729,-1.554112554,1.465999961,-2.474103689,0.90234375,-0.084657349,-0.071577236,0.253157884,0.368794322,-0.899999976,-5.090524197,4.656616688
198:10:03:55.300,10,1.185250163,0.488135606,-1.381305099,0.044244729,-1.523809552,1.514000058,-2.480079651,0.8984375,-0.084657349,-0.071577236,0.266842097,0.361879438,-0.899999976,-5.090524197,4.667107105
198:10:03:55.400,10,1.035996437,0.488135606,-1.384127021,0.063601799,-1.546897531,1.536000013,-2.486055851,0.8984375,-0.084657349,-0.071577236,0.173333332,0.368794322,-0.899999976,-5.08643198,4.665608406
198:10:03:55.500,10,1.169885874,0.493220329,-1.360141039,0.038714137,-1.542568564,1.483999968,-2.4940238,0.8984375,-0.084657349,-0.071577236,0.296491235,0.368794322,-0.899999976,-5.088478088,4.667107105
198:10:03:55.600,10,0.996488154,0.493220329,-1.38271606,0.053923264,-1.515151501,1.552000046,-2.482071638,0.901041687,-0.084657349,-0.071577236,0.278245628,0.373404264,-0.899999976,-5.088478088,4.653619289
198:10:03:55.700,9.938007355,1.115013123,0.493220329,-1.385537863,0.058071207,-1.539682508,1.472000003,-2.488047838,0.8984375,-0.084657349,-0.071577236,0.214385971,0.357269496,-0.899999976,-5.090524197,4.667107105
198:10:03:55.800,9.910218239,0.866988599,0.493220329,-1.354497313,0.040096786,-1.499278545,1.491999984,-2.478087664,0.8984375,-0.084657349,-0.071577236,0.326140344,0.435638309,-0.899999976,-5.094616413,4.668605328
198:10:03:55.900,9.948696136,0.719929755,0.584745765,-1.296648979,0.023505012,-1.528138518,1.592000008,-2.480079651,0.897135437,-0.084657349,-0.071577236,0.319298238,0.564716339,-0.899999976,-5.094616413,4.668605328
198:10:03:56.000,9.987174034,0.71115011,0.605084717,-1.279717803,0,-1.483405471,1.442000031,-2.490039825,0.895833313,-0.084657349,-0.071577236,0.360350877,0.592375875,-0.899999976,-5.094616413,4.670104027
198:10:03:56.100,9.99358654,0.605794549,0.640677989,-1.267019391,-0.013367991,-1.513708472,1.559999943,-2.486055851,0.895833313,-0.084657349,-0.071577236,0.330701768,0.629255295,-0.899999976,-5.08643198,4.662611008
198:10:03:56.200,9.985035896,0.614574194,0.6762712,-1.251499176,-0.023765318,-1.507936478,1.518000007,-2.488047838,0.895833313,-0.084657349,-0.071577236,0.362631589,0.645390093,-0.899999976,-5.088478088,4.667107105
198:10:03:56.300,9.880290985,0.673836708,0.711864412,-1.210582018,-0.053471964,-1.515151501,1.572000027,-2.488047838,0.895833313,-0.084657349,-0.071577236,0.348947376,0.661524832,-0.899999976,-5.090524197,4.667107105
198:10:03:56.400,9.809747696,0.888937652,0.711864412,-1.18095243,-0.066839956,-1.496392488,1.473999977,-2.490039825,0.895833313,-0.084657349,-0.071577236,0.364912271,0.578546107,-0.899999976,-5.090524197,4.668605328
198:10:03:56.500,9.647285461,0.803336263,0.711864412,-1.199294567,-0.069810621,-1.499278545,1.546000004,-2.492031813,0.893229187,-0.084657349,-0.071577236,0.337543845,0.518617034,-0.899999976,-5.092570305,4.655117989
198:10:03:56.600,9.60025692,1.169885874,0.716949165,-1.148500919,-0.105458595,-1.503607512,1.447999954,-2.486055851,0.893229187,-0.084657349,-0.071577236,0.376315802,0.53014183,-0.899999976,-5.088478088,4.665608406
198:10:03:56.700,9.59384346,1.025021911,0.716949165,-1.166843057,-0.095061272,-1.535353541,1.577999949,-2.486055851,0.893229187,-0.084657349,-0.071577236,0.332982451,0.486347526,-0.899999976,-5.094616413,4.668605328
198:10:03:56.800,9.679349899,0.873573303,0.716949165,-1.144268036,-0.090605274,-1.510822535,1.475999951,-2.492031813,0.897135437,-0.084657349,-0.071577236,0.35350877,0.488652468,-0.899999976,-5.092570305,4.668605328
198:10:03:56.900,9.645147324,1.176470637,0.716949165,-1.154144645,-0.090605274,-1.518037558,1.531999946,-2.496016026,0.897135437,-0.084657349,-0.071577236,0.317017555,0.477127671,-0.899999976,-5.088478088,4.653619289
198:10:03:57.000,9.591706276,1.011852503,0.716949165,-1.164021134,-0.111399926,-1.518037558,1.577999949,-2.523904324,0.891927063,-0.084657349,-0.071577236,0.312456131,0.477127671,-0.899999976,-5.088478088,4.942850113
198:10:03:57.100,9.555365562,1.051360846,0.716949165,-1.16966486,-0.09357594,-1.502164483,1.501999974,-2.55179286,0.90625,-0.084657349,-0.071577236,0.312456131,0.431028366,-0.899999976,-5.08643198,5.119685173
198:10:03:57.200,9.595981598,1.409130812,0.716949165,-1.142857194,-0.101002596,-1.474747419,1.54400003,-2.547808647,0.907552063,-0.084657349,-0.071577236,0.285087705,0.433333337,-0.899999976,-5.092570305,5.124180794
198:10:03:57.300,9.672937393,1.12818265,0.706779659,-1.178130507,-0.099517263,-1.499278545,1.452000022,-2.571713209,0.90625,-0.084657349,-0.071577236,0.285087705,0.373404264,-0.899999976,-5.094616413,5.125679493
198:10:03:57.400,9.756305695,1.084284425,0.701694906,-1.179541469,-0.103973262,-1.525252581,1.447999954,-2.559761047,0.912760437,-0.084657349,-0.071577236,0.223508775,0.373404264,-0.899999976,-5.08643198,5.122682095
198:10:03:57.500,9.726378441,1.224758506,0.686440706,-1.186596155,-0.092090607,-1.52669549,1.527999997,-2.583665371,0.91015625,-0.084657349,-0.071577236,0.298771918,0.354964525,-0.899999976,-5.090524197,5.124180794
198:10:03:57.600,9.781957626,1.16330111,0.681355953,-1.176719546,-0.108429261,-1.518037558,1.447999954,-2.587649345,0.91015625,-0.084657349,-0.071577236,0.305614024,0.373404264,-0.899999976,-5.096662521,5.115189075
198:10:03:57.700,9.773406982,1.051360846,0.681355953,-1.206349254,-0.090605274,-1.525252581,1.549999952,-2.587649345,0.911458313,-0.084657349,-0.071577236,0.339824557,0.357269496,-0.899999976,-5.084385872,5.112192154
198:10:03:57.800,9.794784546,1.020632148,0.681355953,-1.211992979,-0.089119941,-1.453102469,1.450000048,-2.589641333,0.91015625,-0.084657349,-0.071577236,0.264561415,0.366489351,-0.899999976,-5.08643198,5.110693455
198:10:03:57.900,9.760581017,1.117208123,0.681355953,-1.238800764,-0.051986631,-1.481962442,1.485999942,-2.579681158,0.91015625,-0.084657349,-0.071577236,0.257719308,0.373404264,-0.899999976,-5.092570305,5.113690853
198:10:03:58.000,9.777682304,0.959174693,0.6762712,-1.209171057,-0.068325289,-1.507936478,1.45599997,-2.587649345,0.911458313,-0.084657349,-0.071577236,0.303333342,0.364184409,-0.899999976,-5.08643198,5.110693455
198:10:03:58.100,9.850363731,1.016242266,0.6762712,-1.213403821,-0.072781287,-1.507936478,1.437999964,-2.577689171,0.911458313,-0.084657349,-0.071577236,0.360350877,0.352659583,-0.899999976,-5.08643198,5.110693455
198:10:03:58.200,9.717827797,1.00746274,0.6762712,-1.213403821,-0.077237278,-1.518037558,1.557999969,-2.579681158,0.911458313,-0.084657349,-0.071577236,0.28052631,0.334219873,-0.899999976,-5.08643198,5.112192154
198:10:03:58.300,9.734929085,1.014047384,0.666101694,-1.20211637,-0.087634608,-1.483405471,1.501999974,-2.575697184,0.916666687,-0.084657349,-0.071577236,0.248596489,0.304255307,-0.899999976,-5.090524197,5.098704815
198:10:03:58.400,9.728516579,1.130377531,0.666101694,-1.233156919,-0.069810621,-1.46320343,1.440000057,-2.583665371,0.916666687,-0.084657349,-0.071577236,0.271403521,0.331914902,-0.899999976,-5.092570305,5.100203037
198:10:03:58.500,9.737067223,1.025021911,0.661016941,-1.20211637,-0.068325289,-1.457431436,1.546000004,-2.565737009,0.920572937,-0.084657349,-0.071577236,0.237192988,0.345744669,-0.899999976,-5.092570305,5.101701736
198:10:03:58.600,9.679349899,0.836259902,0.661016941,-1.227513194,-0.053471964,-1.455988407,1.536000013,-2.575697184,0.91796875,-0.084657349,-0.071577236,0.262280703,0.331914902,-0.899999976,-5.090524197,5.088214397
198:10:03:58.700,9.698589325,0.849429309,0.645762742,-1.230335116,-0.054957297,-1.55844152,1.580000043,-2.581673384,0.91796875,-0.084657349,-0.071577236,0.269122809,0.285815597,-0.899999976,-5.08643198,5.086715698
198:10:03:58.800,9.75416851,0.660667241,0.605084717,-1.230335116,-0.054957297,-1.477633476,1.434000015,-2.555776834,0.923177063,-0.084657349,-0.071577236,0.310175449,0.260461003,-0.899999976,-5.090524197,5.088214397
198:10:03:58.900,9.758443832,0.570676029,0.584745765,-1.283950567,-0.00594133,-1.518037558,1.55400002,-2.567728996,0.920572937,-0.084657349,-0.071577236,0.285087705,0.202836886,-0.899999976,-5.08643198,5.088214397
198:10:03:59.000,9.752030373,0.513608456,0.483050853,-1.324867725,0,-1.490620494,1.453999996,-2.569721222,0.919270813,-0.084657349,-0.071577236,0.389999986,0.149822697,-0.899999976,-5.088478088,5.086715698
198:10:03:59.100,9.728516579,0.43459174,0.452542365,-1.337566137,0.008295886,-1.549783587,1.577999949,-2.54581666,0.921875,-0.084657349,-0.071577236,0.392280698,0.096808508,-0.899999976,-5.088478088,5.074727058
198:10:03:59.200,9.756305695,0.34679544,0.376271188,-1.39400351,0.041479435,-1.577200532,1.542000055,-2.55179286,0.92578125,-0.084657349,-0.071577236,0.485789478,0.041489363,-0.899999976,-5.08643198,5.073228359
198:10:03:59.300,9.75416851,0.280948192,0.310169488,-1.444797158,0.096785344,-1.522366524,1.562000036,-2.555776834,0.92578125,-0.084657349,-0.071577236,0.405964911,0.013829787,-0.899999976,-5.092570305,5.076225758
198:10:03:59.400,9.696451187,0.507023692,0.325423717,-1.447619081,0.089872107,-1.518037558,1.5,-2.549800873,0.924479187,-0.084657349,-0.071577236,0.330701768,0.170567378,-0.899999976,-5.088478088,5.062737942
198:10:03:59.500,9.828987122,0.206321329,0.325423717,-1.463139296,0.12582095,-1.577200532,1.611999989,-2.535856485,0.92578125,-0.084657349,-0.071577236,0.348947376,0.135992914,-0.899999976,-5.090524197,5.064236641
198:10:03:59.600,9.890978813,0.327041268,0.218644068,-1.518165827,0.165917739,-1.59018755,1.648000002,-2.533864498,0.927083313,-0.084657349,-0.071577236,0.431052625,0.013829787,-0.899999976,-5.090524197,5.064236641
198:10:03:59.700,9.878152847,0.432396829,0.081355929,-1.628218651,0.279294848,-1.656565666,1.700000048,-2.525896311,0.927083313,-0.084657349,-0.071577236,0.620350897,-0.061256543,-0.899999976,-5.088478088,5.05974102
198:10:03:59.800,9.890978813,0.463125557,0.040677965,-1.640917063,0.269616306,-1.672438622,1.59800005,-2.525896311,0.927083313,-0.084657349,-0.071577236,0.533684194,-0.210994765,-0.899999976,-5.092570305,5.061239719
198:10:03:59.900,10,0.342405617,0,-1.669135809,0.33045283,-1.691197634,1.723999977,-2.525896311,0.927083313,-0.084657349,-0.071577236,0.686491251,-0.10209424,-0.899999976,-5.065970898,5.047751904
198:10:04:00.000,10,0.171202809,0.040677965,-1.725573182,0.371932238,-1.655122638,1.611999989,-2.525896311,0.927083313,-0.084657349,-0.071577236,0.462982446,0.124468088,-0.899999976,-5.092570305,5.062737942
198:10:04:00.100,10,0.272168577,0.086440675,-1.742504358,0.377462834,-1.580086589,1.56400001,-2.531872511,0.928385437,-0.084657349,-0.071577236,0.346666664,0.050709222,-0.899999976,-5.08643198,5.062737942
198:10:04:00.200,10,0.342405617,0.26440677,-1.639506221,0.333218127,-1.554112554,1.481999993,-2.525896311,0.928385437,-0.084657349,-0.071577236,0.164210528,0.350354612,-0.899999976,-5.08643198,5.062737942
198:10:04:00.300,9.991449356,0.296312541,0.26440677,-1.666313887,0.318008989,-1.499278545,1.481999993,-2.519920349,0.9296875,-0.084657349,-0.071577236,0.257719308,0.336524814,-0.899999976,-5.092570305,5.050749302
198:10:04:00.400,10,0.169007897,0.26440677,-1.667724848,0.335983396,-1.513708472,1.536000013,-2.519920349,0.9296875,-0.084657349,-0.071577236,0.28052631,0.359574467,-0.899999976,-5.092570305,5.062737942
198:10:04:00.500,10,0.04170325,0.26440677,-1.681834221,0.335983396,-1.507936478,1.450000048,-2.525896311,0.9296875,-0.084657349,-0.071577236,0.239473686,0.341134757,-0.899999976,-5.088478088,5.055244923
198:10:04:00.600,10,0,0.269491524,-1.653615475,0.308330446,-1.507936478,1.511999965,-2.535856485,0.9296875,-0.084657349,-0.071577236,0.237192988,0.341134757,-0.899999976,-5.092570305,5.05974102
198:10:04:00.700,10,0.024143986,0.269491524,-1.650793672,0.287590742,-1.490620494,1.473999977,-2.527888536,0.9296875,-0.084657349,-0.071577236,0.241754383,0.331914902,-0.899999976,-5.088478088,5.062737942
198:10:04:00.800,10,0,0.274576277,-1.650793672,0.306947798,-1.476190448,1.483999968,-2.531872511,0.9296875,-0.084657349,-0.071577236,0.207543865,0.357269496,-0.899999976,-5.088478088,5.052248001
198:10:04:00.900,10,0,0.274576277,-1.645149946,0.302799851,-1.479076505,1.503999949,-2.523904324,0.9296875,-0.084657349,-0.071577236,0.22807017,0.357269496,-0.899999976,-5.094616413,5.06573534
198:10:04:01.000,10,0,0.274576277,-1.635273337,0.302799851,-1.451659441,1.511999965,-2.525896311,0.928385437,-0.084657349,-0.071577236,0.221228063,0.297340423,-0.899999976,-5.08643198,5.061239719
198:10:04:01.100,10,0,0.284745753,-1.600000024,0.293121338,-1.448773503,1.546000004,-2.519920349,0.927083313,-0.084657349,-0.071577236,0.273684204,0.357269496,-0.899999976,-5.090524197,5.062737942
198:10:04:01.200,10,0.076821774,0.361016959,-1.605643749,0.283442795,-1.464646459,1.43599999,-2.527888536,0.92578125,-0.084657349,-0.071577236,0.148245618,0.428723395,-0.899999976,-5.096662521,5.06573534
